,0
694,53485.87
695,53725.074
696,54032.777
697,54140.78
698,54091.316
699,53593.645
700,52521.574
701,51439.527
702,51182.805
703,50915.926
704,50861.477
705,50984.754
706,51584.51
707,52138.465
708,52622.04
709,53061.668
710,53608.547
711,54039.297
712,54236.21
713,54333.51
714,54472.56
715,54553.844
716,54427.004
717,54185.42
718,53522.176
719,51837.08
720,51070.89
721,51066.918
722,50957.805
723,51377.363
724,51619.8
725,51722.586
726,52072.566
727,52300.688
728,52252.973
729,51889.887
730,51442.926
731,50974.4
732,50530.086
733,50429.367
734,50537.01
735,50618.555
736,50787.727
737,51034.504
738,51058.965
739,50808.668
740,50639.875
741,50583.17
742,50788.15
743,51008.695
744,51247.242
745,51371.426
746,51688.395
747,52112.984
748,52763.035
749,53352.46
750,53774.59
751,54067.316
752,54122.875
753,53959.72
754,54116.008
755,54308.64
756,54596.184
757,54773.195
758,54954.766
759,54979.426
760,54748.31
761,54471.406
762,54079.17
763,53634.19
764,52716.848
765,51724.6
766,52131.945
767,52598.37
768,53130.035
769,52979.99
770,52544.445
771,51606.426
772,51250.215
773,51532.875
774,51995.848
775,52155.07
776,52006.094
777,51335.17
778,51363.598
779,51707.906
780,52647.11
781,53420.098
782,54443.812
783,55207.53
784,55510.902
785,55599.473
786,55873.98
787,55927.55
788,56010.57
789,55927.72
790,56059.273
791,56149.883
792,56255.754
793,56332.06
794,56469.02
795,56431.543
796,56404.816
797,56233.035
798,56145.883
799,55959.35
800,55734.863
801,55493.242
802,55399.082
803,55219.984
804,55122.883
805,54785.266
806,54532.098
807,54242.977
808,54063.06
809,53743.574
810,53433.254
811,53100.027
812,53400.77
813,53914.07
814,54376.63
815,54588.273
816,54828.477
817,54906.84
818,55042.49
819,55032.742
820,55321.85
821,55742.73
822,56202.336
823,56464.797
824,56712.098
825,56871.496
826,57099.56
827,57231.375
828,57231.234
829,57015.883
830,56920.32
831,56729.0
832,56709.363
833,56814.383
834,57169.45
835,57273.754
836,57421.434
837,57448.324
838,57534.184
839,57447.21
840,57367.402
841,57182.08
842,57178.91
843,56990.812
844,56737.96
845,56562.926
846,56496.61
847,56183.92
848,55607.08
849,54463.633
850,53796.035
851,53868.72
852,53950.867
853,54458.21
854,54750.06
855,54608.98
856,54194.195
857,53920.316
858,54240.445
859,53887.715
860,53542.332
861,53403.055
862,53129.523
863,52104.477
864,51428.887
865,51088.805
866,51495.71
867,51381.98
868,51493.746
869,51665.734
870,52198.207
871,52799.895
872,52930.58
873,52528.26
874,52108.465
875,51785.918
876,51394.062
877,50916.14
878,51274.836
879,51965.47
880,52351.387
881,52843.332
882,53323.945
883,53351.17
884,53376.098
885,53028.035
886,53113.402
887,53617.66
888,53379.04
889,52602.94
890,52253.266
891,52134.344
892,52034.125
893,52521.6
894,53720.445
895,54276.797
896,54354.668
897,53723.707
898,52596.273
899,51633.867
900,51916.36
901,52063.844
902,52680.19
903,53380.793
904,53607.62
905,53276.953
906,53104.207
907,53759.137
908,54056.207
909,53844.035
910,53859.887
911,53988.574
912,54100.08
913,53950.34
914,53723.125
915,52801.867
916,51546.49
917,51258.344
918,51594.965
919,52373.26
920,53045.91
921,53355.88
922,53647.805
923,54165.227
924,54701.316
925,55139.844
926,55580.46
927,55896.332
928,56255.918
929,56329.484
930,56579.484
931,56672.902
932,56719.703
933,56589.223
934,56670.195
935,56538.797
936,56479.492
937,56304.652
938,56172.33
939,55893.332
940,55704.742
941,55546.258
942,55628.914
943,55528.363
944,55273.207
945,55089.914
946,55114.465
947,55112.617
948,55096.953
949,54967.855
950,55243.777
951,55547.453
952,55810.023
953,55945.754
954,56084.266
955,56192.152
956,56259.93
957,56216.32
958,56365.2
959,56375.027
960,56382.184
961,56361.28
962,56566.06
963,56608.395
964,56572.58
965,56345.84
966,56129.832
967,55724.027
968,55287.766
969,54953.44
970,54963.617
971,54887.043
972,54868.023
973,54751.02
974,54896.14
975,54878.543
976,54823.332
977,54644.562
978,54566.742
979,54174.016
980,53621.457
981,52782.203
982,51960.46
983,51546.37
984,51297.17
985,51148.312
986,51166.035
987,51181.348
988,50951.81
989,50881.406
990,51226.996
991,51608.445
992,52016.707
993,52537.504
994,52943.14
995,53063.484
996,53061.5
997,53231.027
998,53556.785
999,53655.484
1000,53808.75
1001,53875.914
1002,54051.85
1003,54176.68
1004,54197.574
1005,54162.773
1006,54230.414
1007,54197.574
1008,54150.16
1009,54118.848
1010,54198.26
1011,54284.496
1012,54359.676
1013,54411.15
1014,54602.992
1015,54725.0
1016,54794.008
1017,54757.965
1018,54829.367
1019,54851.234
1020,54822.426
1021,54673.305
1022,54610.85
1023,54478.684
1024,54372.613
1025,54310.53
1026,54322.773
1027,54366.227
1028,54451.406
1029,54466.14
1030,54625.438
1031,54772.63
1032,54950.387
1033,55059.41
1034,55125.47
1035,55013.07
1036,54890.47
1037,54710.902
1038,54697.598
1039,54701.133
1040,54845.94
1041,55025.156
1042,55379.914
1043,55593.234
1044,55810.098
1045,55970.727
1046,56153.918
1047,56336.727
1048,56445.47
1049,56469.86
1050,56582.184
1051,56620.383
1052,56738.44
1053,56704.984
1054,56780.785
1055,56623.895
1056,56440.508
1057,56103.086
1058,55891.31
1059,55569.617
1060,55283.582
1061,54833.074
1062,54564.6
1063,54412.582
1064,54352.434
1065,54238.094
1066,54221.105
1067,54047.582
1068,53782.434
1069,53405.055
1070,53330.207
1071,52871.176
1072,52586.195
1073,52630.965
1074,52503.426
1075,52803.625
1076,52946.406
1077,53132.574
1078,53563.492
1079,53833.992
1080,52674.664
1081,52295.047
1082,52740.48
1083,53113.215
1084,53497.703
1085,54203.836
1086,54695.39
1087,55008.684
1088,54995.78
1089,54888.625
1090,54948.625
1091,55274.664
1092,55564.133
1093,55548.14
1094,55585.934
1095,55426.402
1096,55139.688
1097,54819.008
1098,54749.688
1099,54569.29
1100,54308.66
1101,53984.85
1102,53803.99
1103,53837.33
1104,54242.836
1105,54194.46
1106,54008.965
1107,53949.934
1108,53190.24
1109,52613.645
1110,53303.832
1111,53953.605
1112,54197.117
1113,54275.914
1114,54412.844
1115,54489.516
1116,54553.176
1117,54414.184
1118,54333.973
1119,54188.156
1120,53969.203
1121,53742.047
1122,53660.215
1123,53594.71
1124,53281.723
1125,52677.74
1126,52238.258
1127,52293.402
1128,52386.715
1129,52546.434
1130,52653.414
1131,52802.883
1132,52943.56
1133,53016.934
1134,53163.684
1135,53404.324
1136,53442.168
1137,53633.844
1138,54182.11
1139,54722.324
1140,55145.656
1141,55703.95
1142,56325.508
1143,56810.715
1144,57083.0
1145,57155.082
1146,57321.625
1147,57406.92
1148,57306.88
1149,57179.223
1150,57073.77
1151,56976.64
1152,56782.26
1153,56544.6
1154,56368.48
1155,56134.766
1156,55774.664
1157,55371.445
1158,55102.098
1159,54868.273
1160,54735.934
1161,54507.92
1162,54405.984
1163,54277.03
1164,54061.74
1165,53864.31
1166,53986.31
1167,54181.91
1168,54292.66
1169,54285.633
1170,54407.973
1171,54457.523
1172,54465.926
1173,54405.195
1174,54539.887
1175,54662.47
1176,54819.387
1177,54865.39
1178,55097.06
1179,55206.06
1180,55163.22
1181,55070.445
1182,55272.03
1183,55415.848
1184,55407.863
1185,55271.62
1186,55151.566
1187,55140.832
1188,55166.035
1189,55213.875
1190,55391.695
1191,55365.395
1192,55370.113
1193,55420.598
1194,55753.77
1195,55929.812
1196,55920.793
1197,55674.426
1198,55415.27
1199,54998.91
1200,54755.086
1201,54436.23
1202,54161.586
1203,53728.734
1204,53473.094
1205,53538.754
1206,54075.504
1207,54492.773
1208,54604.133
1209,54757.57
1210,55263.406
1211,55541.805
1212,55765.293
1213,55965.78
1214,56341.12
1215,56478.375
1216,56535.848
1217,56466.535
1218,56562.42
1219,56419.336
1220,56137.44
1221,56212.855
1222,56301.496
1223,56181.07
1224,56018.133
1225,55659.34
1226,55384.016
1227,55052.71
1228,54844.332
1229,54505.742
1230,54616.535
1231,54672.832
1232,54551.605
1233,54357.68
1234,54270.086
1235,53991.72
1236,53780.61
1237,53781.594
1238,54021.62
1239,54002.26
1240,53770.566
1241,53526.816
1242,53726.34
1243,53965.285
1244,54069.008
1245,54133.49
1246,53986.85
1247,53576.066
1248,53503.844
1249,53619.64
1250,54106.66
1251,54491.312
1252,54708.066
1253,54712.95
1254,54701.152
1255,54676.137
1256,54592.203
1257,54454.53
1258,54526.406
1259,54576.35
1260,54567.69
1261,54618.57
1262,54791.27
1263,54807.008
1264,54633.12
1265,54415.527
1266,54609.42
1267,54393.4
1268,53974.32
1269,53618.316
1270,53768.32
1271,54021.33
1272,54111.37
1273,54076.72
1274,54460.027
1275,54674.566
1276,54708.086
1277,54541.426
1278,54550.73
1279,54436.387
1280,54420.203
1281,54558.152
1282,54888.53
1283,55202.387
1284,55318.14
1285,55328.71
1286,55441.523
1287,55480.953
1288,55484.64
1289,55354.22
1290,55341.277
1291,55324.64
1292,55170.36
1293,54939.316
1294,54882.12
1295,54814.19
1296,54606.65
1297,54438.766
1298,54523.535
1299,54581.363
1300,54810.277
1301,55102.527
1302,55542.99
1303,55814.848
1304,55934.42
1305,55932.895
1306,56160.594
1307,56273.785
1308,56313.105
1309,56248.867
1310,56330.15
1311,56248.867
1312,56334.633
1313,56266.676
1314,56327.156
1315,56497.598
1316,56587.027
1317,56500.625
1318,56645.863
1319,56952.184
1320,57187.99
1321,57364.3
1322,57798.625
1323,58071.688
1324,58255.906
1325,58306.35
1326,58444.043
1327,58391.867
1328,58355.625
1329,58247.457
1330,58299.727
1331,58222.492
1332,58065.676
1333,57770.03
1334,57618.5
1335,57266.57
1336,56657.17
1337,56183.27
1338,56087.484
1339,55973.715
1340,55823.336
1341,55833.96
1342,56176.184
1343,56363.74
1344,56542.1
1345,56474.79
1346,56582.14
1347,56671.438
1348,56731.223
1349,56662.832
1350,56816.242
1351,56898.992
1352,56992.277
1353,56921.66
1354,56988.19
1355,56951.035
1356,56998.97
1357,56858.99
1358,56918.777
1359,56763.85
1360,56550.555
1361,56112.906
1362,55949.64
1363,55792.555
1364,55761.02
1365,55594.965
1366,55679.938
1367,55820.19
1368,55941.156
1369,55917.863
1370,56143.81
1371,56253.08
1372,56393.273
1373,56390.57
1374,56577.93
1375,56645.434
1376,56655.8
1377,56451.67
1378,56406.02
1379,56242.355
1380,55794.316
1381,55599.688
1382,55677.113
1383,55668.574
1384,55567.742
1385,55479.14
1386,55777.2
1387,56169.887
1388,56393.16
1389,56401.55
1390,56594.582
1391,56642.203
1392,56568.74
1393,56342.39
1394,56658.938
1395,56866.754
1396,56919.39
1397,56824.887
1398,56888.53
1399,56862.688
1400,56687.727
1401,56258.67
1402,56209.766
1403,56265.312
1404,56228.777
1405,56037.363
1406,55964.637
1407,55718.4
1408,55527.26
1409,55318.23
1410,55312.23
1411,55404.44
1412,55458.25
1413,55437.242
1414,55553.08
1415,55476.6
1416,55156.36
1417,54870.566
1418,54971.63
1419,55351.86
1420,55683.445
1421,56026.066
1422,56431.457
1423,56743.215
1424,57142.277
1425,57299.812
1426,57568.438
1427,57675.76
1428,57619.418
1429,57445.707
1430,57417.523
1431,57290.92
1432,57060.41
1433,56659.676
1434,56946.848
1435,57070.637
1436,57191.67
1437,57122.65
1438,57118.047
1439,57017.254
1440,56793.637
1441,56557.734
1442,56368.45
1443,56143.875
1444,55869.027
1445,55603.258
1446,55553.832
1447,55513.43
1448,55480.805
1449,55375.145
1450,55436.168
1451,55533.16
1452,55445.637
1453,55508.25
1454,55708.305
1455,55611.66
1456,55298.465
1457,54935.055
1458,54758.43
1459,54741.246
1460,54952.367
1461,55069.203
1462,55403.27
1463,55653.18
1464,55843.316
1465,55938.16
1466,56119.137
1467,56213.19
1468,56233.492
1469,56140.938
1470,56321.633
1471,56425.33
1472,56442.07
1473,56349.465
1474,56378.79
1475,56217.31
1476,56067.906
1477,55959.69
1478,55873.27
1479,55723.742
1480,55586.652
1481,55322.043
1482,55259.75
1483,55248.13
1484,55036.742
1485,54835.74
1486,54889.61
1487,54756.188
1488,54570.688
1489,54467.633
1490,54680.61
1491,54851.984
1492,54963.67
1493,55092.832
1494,55426.664
1495,55774.402
1496,55757.504
1497,55283.62
1498,54800.297
1499,54459.527
1500,54200.316
1501,54307.055
1502,54605.254
1503,54776.465
1504,54915.97
1505,54824.836
1506,54913.273
1507,54863.754
1508,54759.023
1509,54591.13
1510,54595.78
1511,54567.477
1512,54588.246
1513,54469.664
1514,54752.75
1515,54993.02
1516,55245.062
1517,55349.26
1518,55359.684
1519,55256.094
1520,55202.95
1521,54952.523
1522,55305.02
1523,55779.242
1524,56005.594
1525,55806.89
1526,55648.812
1527,55284.668
1528,54876.79
1529,54691.46
1530,54667.637
1531,54621.156
1532,54426.07
1533,54050.695
1534,54287.92
1535,54437.75
1536,54471.156
1537,54488.4
1538,54743.51
1539,54882.492
1540,54993.246
1541,54967.492
1542,55304.37
1543,55778.48
1544,55975.656
1545,56015.055
1546,56146.453
1547,56304.26
1548,56399.5
1549,56385.926
1550,56723.043
1551,56941.8
1552,56999.105
1553,57009.09
1554,57130.277
1555,57057.645
1556,57057.137
1557,56931.37
1558,56978.125
1559,56944.027
1560,56887.793
1561,56853.223
1562,57009.406
1563,57152.836
1564,57193.54
1565,57086.78
1566,57093.0
1567,57027.78
1568,56916.883
1569,56706.02
1570,56590.875
1571,56375.805
1572,56279.48
1573,56030.96
1574,55887.406
1575,55589.492
1576,55544.637
1577,55889.33
1578,56286.6
1579,56502.543
1580,56590.938
1581,56670.785
1582,56839.977
1583,56872.74
1584,56612.89
1585,56007.055
1586,55215.84
1587,54875.92
1588,54986.516
1589,54816.99
1590,54866.895
1591,55173.91
1592,55537.395
1593,55745.473
1594,56287.617
1595,56479.035
1596,56694.895
1597,56767.12
1598,56911.375
1599,56753.39
1600,56248.11
1601,55296.688
1602,54575.17
1603,54719.945
1604,54965.492
1605,55311.492
1606,55642.285
1607,55922.914
1608,56068.96
1609,55686.164
1610,55398.45
1611,55389.43
1612,55457.336
1613,55363.926
1614,55558.32
1615,55899.594
1616,56070.883
1617,56012.934
1618,55932.562
1619,55704.992
1620,55320.383
1621,54807.46
1622,54644.188
1623,54789.47
1624,55211.72
1625,55480.508
1626,55917.234
1627,56320.625
1628,56552.758
1629,56528.863
1630,56630.74
1631,56940.133
1632,57187.055
1633,57300.332
1634,57513.56
1635,57498.676
1636,57480.918
1637,57404.73
1638,57506.668
1639,57522.766
1640,57638.508
1641,57622.184
1642,57761.453
1643,57712.48
1644,57593.062
1645,57387.93
1646,57339.508
1647,57066.957
1648,56953.445
1649,56744.58
1650,56784.49
1651,56738.992
1652,56735.21
1653,56605.71
1654,56746.59
1655,56664.047
1656,56787.207
1657,56768.137
1658,56964.03
1659,57048.812
1660,57129.37
1661,57135.97
1662,57353.324
1663,57379.926
1664,57384.31
1665,57215.516
1666,57201.45
1667,57025.207
1668,56782.137
1669,56442.46
1670,56278.434
1671,55933.934
1672,55689.33
1673,55403.15
1674,55178.5
1675,54763.887
1676,54562.54
1677,54720.145
1678,55030.633
1679,55070.03
1680,55007.227
1681,54545.24
1682,54204.867
1683,54176.035
1684,54094.414
1685,54094.21
1686,54471.82
1687,54706.93
1688,54829.574
1689,54492.51
1690,54245.375
1691,54030.83
1692,53925.754
1693,53810.07
1694,53729.84
1695,53733.57
1696,54151.96
1697,54144.266
1698,54585.746
1699,54880.066
1700,54731.38
1701,53815.773
1702,53976.125
1703,54196.145
1704,54530.766
1705,54863.004
1706,55188.293
1707,55034.387
1708,54478.89
1709,53888.07
1710,53850.723
1711,54064.92
1712,54503.527
1713,54600.523
1714,54982.754
1715,55440.15
1716,55698.535
1717,55638.53
1718,55563.117
1719,55248.305
1720,54256.715
1721,54182.816
1722,54243.617
1723,55253.19
1724,55498.094
1725,55489.266
1726,55576.777
1727,55423.926
1728,54995.203
1729,54186.867
1730,54068.156
1731,55100.246
1732,55722.562
1733,55985.84
1734,56107.13
1735,55671.78
1736,54927.656
1737,54298.902
1738,53807.44
1739,53420.098
1740,53618.07
1741,53150.723
1742,53060.26
1743,53159.516
1744,53504.83
1745,53987.12
1746,54492.84
1747,54613.504
1748,54564.14
1749,54419.508
1750,54423.88
1751,54311.363
1752,54212.625
1753,54017.402
1754,54192.17
1755,54256.32
1756,54276.086
1757,54139.977
1758,53957.438
1759,54001.08
1760,54472.184
1761,54443.562
1762,54576.8
1763,54448.105
1764,54248.562
1765,54126.29
1766,54064.76
1767,54118.23
1768,54147.598
1769,54165.605
1770,54152.688
1771,54068.54
1772,53813.414
1773,53525.695
1774,53371.344
1775,53283.2
1776,52998.953
1777,52619.43
1778,52710.523
1779,52695.37
1780,52679.418
1781,52623.164
1782,52874.656
1783,53157.03
1784,53518.992
1785,53693.582
1786,53922.09
1787,54164.72
1788,54536.65
1789,54777.73
1790,55123.746
1791,55284.773
1792,55363.07
1793,55336.277
1794,55441.83
1795,55439.473
1796,55475.85
1797,55346.254
1798,55310.387
1799,55111.086
1800,54916.598
1801,54583.117
1802,54113.81
1803,53771.754
1804,53889.797
1805,54347.785
1806,54818.66
1807,55056.46
1808,55148.7
1809,54987.89
1810,54823.324
1811,54762.758
1812,54810.383
1813,54895.906
1814,55068.094
1815,55221.94
1816,55327.81
1817,55232.258
1818,55194.75
1819,55010.926
1820,54838.258
1821,54829.94
1822,55091.383
1823,55199.516
1824,55205.312
1825,55239.746
1826,55435.676
1827,55454.75
1828,55394.703
1829,55296.824
1830,55373.21
1831,55225.07
1832,54906.477
1833,54455.703
1834,53980.56
1835,53488.37
1836,52769.715
1837,51423.59
1838,50917.8
1839,51283.59
1840,51348.87
1841,51485.695
1842,51732.938
1843,51878.836
1844,51655.43
1845,51488.145
1846,51521.24
1847,51791.773
1848,52184.28
1849,52570.97
1850,53040.16
1851,53359.324
1852,53397.098
1853,53134.945
1854,52939.832
1855,52545.38
1856,52154.164
1857,51759.938
1858,51652.926
1859,51834.438
1860,52290.395
1861,52700.324
1862,52918.81
1863,53046.074
1864,53209.957
1865,53170.8
1866,52841.996
1867,52653.91
1868,52824.234
1869,53391.766
1870,53991.965
1871,54039.273
1872,53371.76
