,0,1,2,3,4,5,6,7
0,-6.655190852662812,0.5743452929650392,-2.0714213672144095,4.984047277778094,8.830868064089206,-1.0461596954012078,4.652662151365352,10.743223427674453
1,-6.69193222730913,2.562740022264259,-1.190750664726038,4.946681943984238,8.978011121172205,-0.6495978800955974,4.842979393188148,10.231377457234863
2,-6.434776626749142,4.235201300461917,0.08333545545686738,5.066756675429923,9.089183019332532,-0.24782265223441302,5.044366450741831,9.646512362402646
3,-5.96614253908131,5.516248962723647,1.6309405765795506,5.300764328347429,9.06216108092094,0.1390598885970011,5.236104929671152,9.074411134224475
4,-5.325833195637032,6.393665454294236,3.3201103033564565,5.59733395168766,8.876059526230273,0.49511234206311033,5.412100597732227,8.502054295010623
5,-4.585802386254127,6.904547193430911,5.028741273625183,5.907422547481198,8.549293801290686,0.8131217413370595,5.566440128390312,7.944249417891953
6,-3.8209969041742533,7.127848017026928,6.663060752094134,6.1878629885281775,8.055689800199707,1.09496307832339,5.711677514682762,7.448889050519179
7,-3.0846062588575354,7.1642476254892165,8.158435713671317,6.390582924610879,7.356649112910112,1.3522523209110278,5.860514897682618,7.017767915729709
8,-2.4082206788973597,7.128613947478219,9.47336872803932,6.476844908599649,6.525135410820713,1.6011398118865658,6.0191894405497255,6.656645100676797
9,-1.8018414796905218,7.111813298662829,10.600669542539588,6.426552418068951,5.600069353536048,1.8558855787925188,6.197170274132576,6.354773629665434
10,-1.257251901189857,7.119222339109306,11.562077196946264,6.142475372346313,4.618012036429916,2.1319806273819806,6.413504965333134,6.0789599127968375
11,-0.7599419248013515,7.173483836525511,12.359750663799744,5.574369753322644,3.6937605159025617,2.4412558114136624,6.637293377252156,5.7986872491875765
12,-0.29751396215227277,7.258713712022834,13.018876145277453,4.763949974161861,2.8914024015428517,2.7884643387973873,6.874523660821028,5.505526070561849
13,0.13324540311218402,7.375360854965881,13.59780964631136,3.7284661117999587,2.2931066622548877,3.166748157630154,7.1559970857496555,5.222192855218797
14,0.5332352027674359,7.568367746665284,13.995352179760532,2.505166121652647,1.9482793076296006,3.565229415260266,7.473405946852299,4.946130406165035
15,0.9101888062643142,7.843183124563179,14.107896091232417,1.1599800411886547,1.884872199648903,3.986957369525886,7.77957123073509,4.671705357907995
16,1.2711585136223835,8.159217884805075,13.933332379908437,-0.18979981213804098,2.1068973345855753,4.45745901310057,8.086488575616507,4.3929697016223495
17,1.6195546807139944,8.519915785819256,13.450480959686173,-1.4377149558762707,2.5573642823155347,5.024186253208949,8.358606908099837,4.087386139803241
18,1.9630893492644694,8.89955007084744,12.643448646984258,-2.5149162588661906,3.140870435872604,5.736482676216,8.510200652502256,3.7256439616854564
19,2.3014868848981647,9.302160439573733,11.662426714581207,-3.390535267603107,3.7455309276583924,6.613719579547023,8.537105841183449,3.28327356621432
20,2.6307901665792475,9.71572773620749,10.4960247634428,-4.071893122192166,4.262061314473001,7.663166596406839,8.428040884035905,2.7577960760020535
21,2.9546915061005343,10.118808481118078,9.136148473225678,-4.577443919905811,4.593152416978819,8.846531171828387,8.14418831222383,2.147838853301161
22,3.2633198115444646,10.513027434581865,7.601579850889976,-4.933781415975928,4.669353218526829,10.083101238338001,7.675522656835086,1.4593478366614328
23,3.539048734177883,10.918056002422869,5.9490201731559935,-5.166527413179712,4.452431266581779,11.274675121731969,7.062242021343132,0.7212206916280679
24,3.7597719772147573,11.266630827760999,4.176726667175062,-5.281528306150829,3.937970239555783,12.300006841026482,6.328607617550182,-0.013274960042214373
25,3.899942757256465,11.538452548109978,2.328605416263845,-5.236044550268601,3.1641054795627492,13.078576123465908,5.51680119186672,-0.6813931502086015
26,3.950409592384026,11.724462850821997,0.5286151932331795,-4.948964700270288,2.2039263143688403,13.606903259194823,4.724901639379305,-1.236975099215381
27,3.912243845818051,11.817139768078805,-1.0921060183276288,-4.356140454377902,1.2040678818503447,13.843466544411765,4.084240981454547,-1.662997631115927
28,3.810350398556568,11.820287018435609,-2.459856271031976,-3.4392067124185592,0.34179782960540905,13.85591407157208,3.6082064008560764,-1.9695821823215771
29,3.679188834716442,11.728780731870877,-3.502035473451849,-2.2345041198372297,-0.23386737240975494,13.776499268955154,3.258375477085288,-2.176381589119832
30,3.5314180526199017,11.662122735623319,-4.15744244631697,-0.8401372649134633,-0.37252477423946906,13.622281706247595,2.977735594148686,-2.303208782809649
31,3.369862720401696,11.53216839233225,-4.407519283230237,0.6006405919637908,-0.00738099639488796,13.468240150498886,2.644148405598308,-2.3550216628451515
32,3.1926152688399014,11.375257287854193,-4.277826200409933,1.9372005762530886,0.8392265368541317,13.431052480495739,2.153222028132214,-2.319134409239435
33,3.021606449349315,11.260288912577499,-3.83500868828206,3.0593005992950477,2.076176348313302,13.343762829041255,1.4489675839621263,-2.164933826042758
34,2.8732323452715227,11.176195792785036,-3.162636291227935,3.9166909996658936,3.5587805046527077,13.098602915715873,0.4948606813996157,-1.8450018122882628
35,2.7792718866731625,11.076895903930605,-2.338815291186532,4.510394157545552,5.131687796926946,12.68120448946814,-0.675912716176163,-1.3203476038643063
36,2.80471822551387,11.02289305556097,-1.43312293146526,4.88343519817286,6.641784244188159,11.864283365229637,-1.9555488759819282,-0.5861610480459691
37,3.0327157422609248,10.963964575117123,-0.520772385846733,5.099001589348301,7.957828090582663,10.67023309693391,-3.1840053497217893,0.296464437984354
38,3.5194848009152606,10.947110610571492,0.3167240214512565,5.2200206014685495,8.99962872165479,9.154742677885684,-4.210068555740892,1.2012922747107697
39,4.252000463706327,10.935222591949405,1.0089585763629243,5.294925532552877,9.738539724101175,7.332494084170632,-4.93109834958063,1.9722953965126193
40,5.170945465638296,10.86026663639951,1.505176665204897,5.357530242672438,10.202960883995765,5.315363520039339,-5.299692315236936,2.4698226537106875
41,6.168305202772773,10.785406631492652,1.7821144520896282,5.437106575940597,10.464497438109733,3.235575023062382,-5.327238152372237,2.6223315626952326
42,7.110446757094744,10.685679770942263,1.8501845701695065,5.548916251294638,10.56343323832943,1.2177091878081878,-5.05283412465265,2.4444159860303847
43,7.886619506622711,10.609646070279984,1.7507900712734272,5.702366829159537,10.47689368363417,-0.6357536530191795,-4.5129845298583255,2.0277970407091357
44,8.469314450203958,10.618226187393882,1.5334901933756404,5.86596790251316,10.18217351393095,-2.2910893989257306,-3.7192268084787585,1.5113171956194074
45,8.885145312638658,10.711151467996178,1.2374113095879191,6.020220878166511,9.700485451642818,-3.670063924368286,-2.6863892432879144,1.0558218429572026
46,9.175356835462154,10.833590166829508,0.8920294114048272,6.139728340183648,9.107737504243913,-4.708155944340695,-1.4808367377465008,0.8142577514027812
47,9.425386058870698,10.866715682208204,0.5194422207476652,6.236020581302571,8.435453227291422,-5.388886959425066,-0.21887159641412762,0.8907925289798152
48,9.697605048132369,10.765155312117464,0.13490518618279027,6.351011580551565,7.779122444796463,-5.741159155116778,0.9764057403755204,1.3270368530478232
49,10.049847858374171,10.43129813305831,-0.24949594211147372,6.484105251142074,7.1582357715021825,-5.829644245323852,2.0087546444167224,2.1051560975733183
50,10.52310929915011,9.809517362415859,-0.6279062630938835,6.6502225354644064,6.580462839209522,-5.748564315489393,2.8204587756048483,3.1672405725811883
51,11.022535748256706,8.845545844312497,-0.9798901162628164,6.861062809226431,6.06280956407551,-5.579506839514413,3.3882064977738753,4.430267805435707
52,11.474040854066343,7.522688467672829,-1.2613721307895116,7.065634575825629,5.618830839261363,-5.366034790465288,3.71594016898729,5.800212882166106
